ConnectionDeviceId,EventProcessedUtcTime,HEFESTO_ID,timestamp,var-name,value,plugin,request,var_name_1,device
Inv01,2020-11-26T06:45:01.8050000Z,49176RET1,2020-11-26 06:45:01.000000+00:00,CVM_C5_9__1__POTENCIA ACTIVA AC,0,MODBUS RTU/SERIAL,CVM_C5_9,Potencia Activa AC,1
Inv01,2020-11-26T06:50:03.4730000Z,49176RET1,2020-11-26 06:50:03.000000+00:00,CVM_C5_9__1__POTENCIA ACTIVA AC,0,MODBUS RTU/SERIAL,CVM_C5_9,Potencia Activa AC,1
Inv01,2020-11-26T06:54:58.5400000Z,49176RET1,2020-11-26 06:54:58.000000+00:00,CVM_C5_10__1__ENERGIA TOTAL,1769000,MODBUS RTU/SERIAL,CVM_C5_10,Energia Total,1
Inv01,2020-11-26T06:55:05.2610000Z,49176RET1,2020-11-26 06:55:04.000000+00:00,CVM_C5_9__1__POTENCIA ACTIVA AC,0,MODBUS RTU/SERIAL,CVM_C5_9,Potencia Activa AC,1
