ConnectionDeviceId,EventProcessedUtcTime,HEFESTO_ID,timestamp,var-name,value,plugin,request,var_name_1,device
Inv01,2020-12-02T14:14:28.5910000Z,49176RET1,2020-12-02 14:14:28.000000+00:00,CVM_C5_9__1__POTENCIA ACTIVA AC,1315,MODBUS RTU/SERIAL,CVM_C5_9,Potencia Activa AC,1
Inv01,2020-12-02T14:24:16.7710000Z,49176RET1,2020-12-02 14:24:16.000000+00:00,CVM_C5_9__1__POTENCIA ACTIVA AC,3509,MODBUS RTU/SERIAL,CVM_C5_9,Potencia Activa AC,1
